"ligand","docking_score","ProteinID"
"(+)-Catechin_CID_9064.1",-5.845,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.816,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.79,"EHD4"
"Amentoflavone_CID_5281600.1",-5.779,"EHD4"
"Aviculin_CID_10391477.1",-5.755,"EHD4"
"D-Glucuronic Acid_CID_94715.1",-5.752,"EHD4"
"D-Galacturonic Acid_CID_439215.1",-5.741,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.74,"EHD4"
"Rhamnetin 3-galactoside_CID_10344991.1",-5.738,"EHD4"
"5-O-caffeoylquinic acid_CID_5280633.1",-5.735,"EHD4"
"Juglanin_CID_5318717.1",-5.683,"EHD4"
"Liquiritin_CID_503737.1",-5.649,"EHD4"
"Quercetin-3-O-galactoside_CID_5281643.1",-5.64,"EHD4"
"Rosmarinic acid_CID_5281792.1",-5.634,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.612,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.595,"EHD4"
"Genistein_CID_5280961.1",-5.584,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.564,"EHD4"
"Esculetin_CID_5281416.1",-5.552,"EHD4"
"Delphinidin 3-rutinoside_CID_5492231.1",-5.546,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.541,"EHD4"
"Delphinidin_CID_128853.1",-5.515,"EHD4"
"Nicotiflorin_CID_5318767.1",-5.487,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.473,"EHD4"
"Epigallocatechin gallate_CID_65064.1",-5.446,"EHD4"
"3,4-dimethoxycinnamic acid_CID_717531.1",-5.419,"EHD4"
"Umbelliferone_CID_5281426.1",-5.385,"EHD4"
"Kaempferol-3-O-pentoside_CID_14749097.1",-5.384,"EHD4"
"Quercetin derivative_CID_5281680.1",-5.366,"EHD4"
"Gallic acid_CID_370.1",-5.33,"EHD4"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-5.319,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.319,"EHD4"
"2,5-dihydroxybenzoic acid_CID_3469.1",-5.289,"EHD4"
"Amentoflavone_CID_5281600.1",-5.286,"EHD4"
"D-Glucose_CID_5793.1",-5.271,"EHD4"
"D-Galactose_CID_6036.1",-5.226,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.196,"EHD4"
"Epicatechin_CID_72276.1",-5.189,"EHD4"
"Daidzein_CID_5281708.1",-5.176,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.173,"EHD4"
"Violantin_CID_442664.1",-5.155,"EHD4"
"Trans p-coumaric acid_CID_13783633.1",-5.134,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.112,"EHD4"
"Delphinidin 3-rutinoside_CID_5492231.1",-5.11,"EHD4"
"Protocatechuic acid_CID_72.1",-5.104,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.05,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.036,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.03,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.028,"EHD4"
"Isorhamnetin_CID_5281654.1",-5.018,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.993,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.966,"EHD4"
"Bergapten_CID_2355.1",-4.964,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.961,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.956,"EHD4"
"Scopoletin_CID_5280460.1",-4.951,"EHD4"
"Astragalin_CID_5282102.1",-4.923,"EHD4"
"Amentoflavone_CID_5281600.1",-4.901,"EHD4"
"Matairesinol_CID_119205.1",-4.883,"EHD4"
"Gallomyricitrin_CID_5316590.1",-4.88,"EHD4"
"Salicylic acid_CID_338.1",-4.877,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.86,"EHD4"
"7-methoxycoumarin_CID_10748.1",-4.839,"EHD4"
"Ellagic acid_CID_5281855.1",-4.814,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.808,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.806,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.795,"EHD4"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-4.793,"EHD4"
"Quercitrin hydrate_CID_5280459.1",-4.793,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.79,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.757,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.751,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.737,"EHD4"
"Betmidin_CID_14524431.1",-4.692,"EHD4"
"p-Hydroxybenzoic acid_CID_135.1",-4.672,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.664,"EHD4"
"Vanillic acid_CID_8468.1",-4.653,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.63,"EHD4"
"Myricetin-3-O-glucuronide_CID_5487413.1",-4.566,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.501,"EHD4"
"Luteolin_CID_5280445.1",-4.501,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.483,"EHD4"
"Caffeic acid_CID_689043.1",-4.468,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.463,"EHD4"
"Apigenin_CID_5280443.1",-4.446,"EHD4"
"trans-Ferulic acid_CID_445858.1",-4.429,"EHD4"
"Sinapic acid_CID_637775.1",-4.423,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.333,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.319,"EHD4"
"Quercetin derivative_CID_5281680.1",-4.319,"EHD4"
"Juglanin_CID_5318717.1",-4.313,"EHD4"
"Vitexin_CID_5280441.1",-4.303,"EHD4"
"Amentoflavone_CID_5281600.1",-4.287,"EHD4"
"Secoisolariciresinol_CID_65373.1",-4.281,"EHD4"
"Neoisoschaftoside_CID_44257701.1",-4.268,"EHD4"
"Quercetin_CID_5280343.1",-4.259,"EHD4"
"Delphinidin_CID_128853.1",-4.257,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.246,"EHD4"
"Kaempferol_CID_5280863.1",-4.24,"EHD4"
"Avicularin_CID_5490064.1",-4.209,"EHD4"
"Betmidin_CID_14524431.1",-4.204,"EHD4"
"Gallomyricitrin_CID_5316590.1",-4.182,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.173,"EHD4"
"Syringic acid_CID_10742.1",-4.152,"EHD4"
"Kaempferol-O-rhamnoside_CID_5316673.1",-4.132,"EHD4"
"Guaijaverin_CID_5481224.1",-4.09,"EHD4"
"Quercetin-3-O-galactoside_CID_5281643.1",-4.054,"EHD4"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.049,"EHD4"
"Delphinidin_CID_128853.1",-4.016,"EHD4"
"Tagetiin_CID_11968966.1",-4.013,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.974,"EHD4"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.966,"EHD4"
"Emodin_CID_3220.1",-3.957,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.945,"EHD4"
"Chrysoeriol_CID_5280666.1",-3.926,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.904,"EHD4"
"Naringenin_CID_932.1",-3.9,"EHD4"
"o-coumaric acid_CID_637540.1",-3.896,"EHD4"
"Delphinidin 3-rutinoside_CID_5492231.1",-3.888,"EHD4"
"p-Coumaric acid_CID_637542.1",-3.885,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.88,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.869,"EHD4"
"Quercetin-3-O-galactoside_CID_5281643.1",-3.869,"EHD4"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-3.85,"EHD4"
"Juglanin_CID_5318717.1",-3.835,"EHD4"
"Quercetin-3-O-glucuronide_CID_5274585.1",-3.801,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.788,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.78,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.764,"EHD4"
"Taxifolin_CID_439533.1",-3.742,"EHD4"
"Isovitexin_CID_162350.1",-3.741,"EHD4"
"Astragalin_CID_5282102.1",-3.74,"EHD4"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-3.734,"EHD4"
"Quercitrin hydrate_CID_5280459.1",-3.734,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.677,"EHD4"
"Valeric acid_CID_7991.1",-3.676,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.662,"EHD4"
"Violantin_CID_442664.1",-3.659,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.651,"EHD4"
"Scopoletin_CID_5280460.1",-3.631,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.554,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.543,"EHD4"
"Taxifolin_CID_439533.1",-3.476,"EHD4"
"Gallomyricitrin_CID_5316590.1",-3.468,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.464,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.429,"EHD4"
"Gallomyricitrin_CID_5316590.1",-3.428,"EHD4"
"Ellagic acid_CID_5281855.1",-3.397,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.373,"EHD4"
"Baicalin_CID_64982.1",-3.363,"EHD4"
"Vitexin_CID_5280441.1",-3.321,"EHD4"
"Cinnamic acid_CID_444539.1",-3.295,"EHD4"
"Baicalein_CID_5281605.1",-3.28,"EHD4"
"Orientin _CID_5281675.1",-3.269,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.25,"EHD4"
"Epigallocatechin gallate_CID_65064.1",-3.204,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.19,"EHD4"
"Guaijaverin_CID_5481224.1",-3.19,"EHD4"
"Rutin_CID_5280805.1",-3.187,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.15,"EHD4"
"Ellagic acid_CID_5281855.1",-3.127,"EHD4"
"Kaempferol-O-rhamnoside_CID_5316673.1",-3.103,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.087,"EHD4"
"Betmidin_CID_14524431.1",-3.085,"EHD4"
"Genistein_CID_5280961.1",-3.045,"EHD4"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.026,"EHD4"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.977,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.928,"EHD4"
"Delphinidin_CID_128853.1",-2.905,"EHD4"
"Delphinidin_CID_128853.1",-2.9,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.895,"EHD4"
"Isorhamnetin_CID_5281654.1",-2.889,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.885,"EHD4"
"Orientin _CID_5281675.1",-2.866,"EHD4"
"Gallomyricitrin_CID_5316590.1",-2.857,"EHD4"
"Baicalein_CID_5281605.1",-2.804,"EHD4"
"Neoisoschaftoside_CID_44257701.1",-2.764,"EHD4"
"Quercetin derivative_CID_5281680.1",-2.719,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.71,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.7,"EHD4"
"Naringenin_CID_932.1",-2.687,"EHD4"
"Esculetin_CID_5281416.1",-2.67,"EHD4"
"Astragalin_CID_5282102.1",-2.665,"EHD4"
"Nicotiflorin_CID_5318767.1",-2.63,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.551,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.542,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.447,"EHD4"
"Tagetiin_CID_11968966.1",-2.432,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.395,"EHD4"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.386,"EHD4"
"Kaempferol-3-O-pentoside_CID_14749097.1",-2.382,"EHD4"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-2.328,"EHD4"
"Avicularin_CID_5490064.1",-2.303,"EHD4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.288,"EHD4"
"Gallic acid_CID_370.1",-2.245,"EHD4"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-2.238,"EHD4"
"Quercetin_CID_5280343.1",-2.21,"EHD4"
"Calcium oxalate_CID_971.1",-2.143,"EHD4"
"Oxalic acid_CID_971.1",-2.143,"EHD4"
"Epigallocatechin gallate_CID_65064.1",-2.123,"EHD4"
"Kaempferol_CID_5280863.1",-2.118,"EHD4"
"Pyruvic acid_CID_1060.1",-2.082,"EHD4"
"Calcium oxalate_CID_971.1",-2.072,"EHD4"
"Oxalic acid_CID_971.1",-2.072,"EHD4"
"Chrysoeriol_CID_5280666.1",-2.005,"EHD4"
"Isorhamnetin_CID_5281654.1",-1.915,"EHD4"
"Apigenin_CID_5280443.1",-1.88,"EHD4"
"Umbelliferone_CID_5281426.1",-1.851,"EHD4"
"Daidzein_CID_5281708.1",-1.772,"EHD4"
"Luteolin_CID_5280445.1",-1.69,"EHD4"
"Epigallocatechin gallate_CID_65064.1",-1.313,"EHD4"
