"ligand","docking_score","ProteinID"
"Protocatechuic acid_CID_72.1",-4.608,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.596,"C13ORF33"
"7-methoxycoumarin_CID_10748.1",-4.581,"C13ORF33"
"Naringenin_CID_932.1",-4.567,"C13ORF33"
"Quercetin-3-O-glucuronide_CID_5274585.1",-4.508,"C13ORF33"
"Amentoflavone_CID_5281600.1",-4.478,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.478,"C13ORF33"
"Taxifolin_CID_439533.1",-4.476,"C13ORF33"
"Quercetin derivative_CID_5281680.1",-4.447,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.442,"C13ORF33"
"Epicatechin_CID_72276.1",-4.422,"C13ORF33"
"Nicotiflorin_CID_5318767.1",-4.408,"C13ORF33"
"Rutin_CID_5280805.1",-4.405,"C13ORF33"
"Quinic acid_CID_6508.1",-4.304,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.292,"C13ORF33"
"Scopoletin_CID_5280460.1",-4.292,"C13ORF33"
"Delphinidin_CID_128853.1",-4.23,"C13ORF33"
"Cirsilineol_CID_162464.1",-4.209,"C13ORF33"
"Betmidin_CID_14524431.1",-4.207,"C13ORF33"
"Liquiritin_CID_503737.1",-4.176,"C13ORF33"
"Tagetiin_CID_11968966.1",-4.175,"C13ORF33"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-4.166,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.161,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.155,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.135,"C13ORF33"
"Epigallocatechin gallate_CID_65064.1",-4.132,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.126,"C13ORF33"
"Chlorogenic acid_CID_1794427.1",-4.105,"C13ORF33"
"Genistein_CID_5280961.1",-4.102,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.098,"C13ORF33"
"Rhamnetin 3-galactoside_CID_10344991.1",-4.08,"C13ORF33"
"Juglanin_CID_5318717.1",-4.067,"C13ORF33"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.038,"C13ORF33"
"D-Glucose_CID_5793.1",-4.031,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.018,"C13ORF33"
"Baicalin_CID_64982.1",-4.009,"C13ORF33"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.994,"C13ORF33"
"D-Glucuronic Acid_CID_94715.1",-3.986,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.984,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.939,"C13ORF33"
"Avicularin_CID_5490064.1",-3.909,"C13ORF33"
"Cinaroside_CID_5280637.1",-3.893,"C13ORF33"
"o-coumaric acid_CID_637540.1",-3.879,"C13ORF33"
"Bergapten_CID_2355.1",-3.863,"C13ORF33"
"Cosmosiin_CID_5280704.1",-3.854,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.834,"C13ORF33"
"Matairesinol_CID_119205.1",-3.788,"C13ORF33"
"Diosmin_CID_5281613.1",-3.76,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.719,"C13ORF33"
"Caffeic acid_CID_689043.1",-3.631,"C13ORF33"
"D-Galacturonic Acid_CID_439215.1",-3.622,"C13ORF33"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-3.602,"C13ORF33"
"Quercitrin hydrate_CID_5280459.1",-3.602,"C13ORF33"
"Gallic acid_CID_370.1",-3.573,"C13ORF33"
"Secoisolariciresinol_CID_65373.1",-3.573,"C13ORF33"
"Vanillic acid_CID_8468.1",-3.565,"C13ORF33"
"Polydatin_CID_5281718.1",-3.564,"C13ORF33"
"Apiin_CID_5280746.1",-3.555,"C13ORF33"
"Salicylic acid_CID_338.1",-3.504,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.486,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.468,"C13ORF33"
"D-Galactose_CID_6036.1",-3.468,"C13ORF33"
"Syringic acid_CID_10742.1",-3.436,"C13ORF33"
"Ellagic acid_CID_5281855.1",-3.356,"C13ORF33"
"Delphinidin_CID_128853.1",-3.329,"C13ORF33"
"p-Coumaric acid_CID_637542.1",-3.238,"C13ORF33"
"p-Hydroxybenzoic acid_CID_135.1",-3.218,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.157,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.114,"C13ORF33"
"Avicularin_CID_5490064.1",-3.076,"C13ORF33"
"Sinapic acid_CID_637775.1",-3.052,"C13ORF33"
"Trans resveratrol_CID_445154.1",-3.005,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.977,"C13ORF33"
"trans-Ferulic acid_CID_445858.1",-2.937,"C13ORF33"
"Trans p-coumaric acid_CID_13783633.1",-2.934,"C13ORF33"
"Amentoflavone_CID_5281600.1",-2.916,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.888,"C13ORF33"
"Orientin _CID_5281675.1",-2.877,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.852,"C13ORF33"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.849,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.846,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.836,"C13ORF33"
"Amentoflavone_CID_5281600.1",-2.773,"C13ORF33"
"Cinnamic acid_CID_444539.1",-2.771,"C13ORF33"
"Emodin_CID_3220.1",-2.74,"C13ORF33"
"3,4-dimethoxycinnamic acid_CID_717531.1",-2.728,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.716,"C13ORF33"
"Quercetin derivative_CID_5281680.1",-2.709,"C13ORF33"
"Guaijaverin_CID_5481224.1",-2.708,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.707,"C13ORF33"
"Aviculin_CID_10391477.1",-2.7,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.697,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.648,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.64,"C13ORF33"
"Chrysoeriol_CID_5280666.1",-2.618,"C13ORF33"
"Quercetin-3-O-galactoside_CID_5281643.1",-2.617,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.6,"C13ORF33"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.597,"C13ORF33"
"Baicalein_CID_5281605.1",-2.594,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.561,"C13ORF33"
"Amentoflavone_CID_5281600.1",-2.519,"C13ORF33"
"Taxifolin_CID_439533.1",-2.498,"C13ORF33"
"Delphinidin 3-rutinoside_CID_5492231.1",-2.461,"C13ORF33"
"Valeric acid_CID_7991.1",-2.451,"C13ORF33"
"Juglanin_CID_5318717.1",-2.45,"C13ORF33"
"Genistein_CID_5280961.1",-2.428,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.423,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.42,"C13ORF33"
"Kaempferol_CID_5280863.1",-2.419,"C13ORF33"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-2.402,"C13ORF33"
"Quercitrin hydrate_CID_5280459.1",-2.402,"C13ORF33"
"Betmidin_CID_14524431.1",-2.4,"C13ORF33"
"Quercetin_CID_5280343.1",-2.396,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.371,"C13ORF33"
"Betmidin_CID_14524431.1",-2.368,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.327,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.324,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-2.303,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.264,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.243,"C13ORF33"
"Calcium oxalate_CID_971.1",-2.23,"C13ORF33"
"Oxalic acid_CID_971.1",-2.23,"C13ORF33"
"Apigenin_CID_5280443.1",-2.22,"C13ORF33"
"Astragalin_CID_5282102.1",-2.215,"C13ORF33"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.196,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.193,"C13ORF33"
"Tagetiin_CID_11968966.1",-2.181,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.143,"C13ORF33"
"Isorhamnetin_CID_5281654.1",-2.142,"C13ORF33"
"Kaempferol-O-rhamnoside_CID_5316673.1",-2.131,"C13ORF33"
"Delphinidin 3-rutinoside_CID_5492231.1",-2.108,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.106,"C13ORF33"
"Luteolin_CID_5280445.1",-2.094,"C13ORF33"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-2.088,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.083,"C13ORF33"
"Luteolin_CID_5280445.1",-2.073,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.055,"C13ORF33"
"Delphinidin_CID_128853.1",-2.011,"C13ORF33"
"Delphinidin_CID_128853.1",-2.008,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.984,"C13ORF33"
"Taxifolin_CID_439533.1",-1.955,"C13ORF33"
"Myricetin-3-O-glucuronide_CID_5487413.1",-1.954,"C13ORF33"
"Rutin_CID_5280805.1",-1.941,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.939,"C13ORF33"
"Nicotiflorin_CID_5318767.1",-1.927,"C13ORF33"
"Quercetin derivative_CID_5281680.1",-1.905,"C13ORF33"
"Esculetin_CID_5281416.1",-1.864,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.86,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.835,"C13ORF33"
"Quercetin_CID_5280343.1",-1.827,"C13ORF33"
"Apigenin_CID_5280443.1",-1.82,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.803,"C13ORF33"
"Naringenin_CID_932.1",-1.787,"C13ORF33"
"Isorhamnetin_CID_5281654.1",-1.771,"C13ORF33"
"Ellagic acid_CID_5281855.1",-1.763,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.758,"C13ORF33"
"Umbelliferone_CID_5281426.1",-1.737,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.654,"C13ORF33"
"Kaempferol_CID_5280863.1",-1.648,"C13ORF33"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-1.648,"C13ORF33"
"Quercitrin hydrate_CID_5280459.1",-1.648,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.613,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-1.612,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.603,"C13ORF33"
"Violantin_CID_442664.1",-1.59,"C13ORF33"
"Pyruvic acid_CID_1060.1",-1.58,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.555,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.546,"C13ORF33"
"Calcium oxalate_CID_971.1",-1.504,"C13ORF33"
"Oxalic acid_CID_971.1",-1.504,"C13ORF33"
"Quercetin-3-O-galactoside_CID_5281643.1",-1.484,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.476,"C13ORF33"
"Chrysoeriol_CID_5280666.1",-1.476,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.469,"C13ORF33"
"Delphinidin_CID_128853.1",-1.461,"C13ORF33"
"Astragalin_CID_5282102.1",-1.46,"C13ORF33"
"Rutin_CID_5280805.1",-1.445,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.441,"C13ORF33"
"Orientin _CID_5281675.1",-1.433,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.431,"C13ORF33"
"Kaempferol-3-O-pentoside_CID_14749097.1",-1.425,"C13ORF33"
"Betmidin_CID_14524431.1",-1.422,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.41,"C13ORF33"
"Isovitexin_CID_162350.1",-1.395,"C13ORF33"
"Amentoflavone_CID_5281600.1",-1.361,"C13ORF33"
"Avicularin_CID_5490064.1",-1.358,"C13ORF33"
"Naringenin_CID_932.1",-1.354,"C13ORF33"
"Vitexin_CID_5280441.1",-1.326,"C13ORF33"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-1.307,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.304,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.285,"C13ORF33"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-1.27,"C13ORF33"
"Ellagic acid_CID_5281855.1",-1.267,"C13ORF33"
"Guaijaverin_CID_5481224.1",-1.263,"C13ORF33"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-1.158,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.146,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.142,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.137,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-1.114,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.102,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.071,"C13ORF33"
"Nicotiflorin_CID_5318767.1",-1.027,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.007,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.004,"C13ORF33"
"Baicalein_CID_5281605.1",-0.952,"C13ORF33"
"Delphinidin 3-rutinoside_CID_5492231.1",-0.942,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-0.858,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.847,"C13ORF33"
"Kaempferol-O-rhamnoside_CID_5316673.1",-0.743,"C13ORF33"
"Tagetiin_CID_11968966.1",-0.719,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.707,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-0.642,"C13ORF33"
"Kaempferol-3-O-pentoside_CID_14749097.1",-0.607,"C13ORF33"
"Scopoletin_CID_5280460.1",-0.567,"C13ORF33"
"Juglanin_CID_5318717.1",-0.531,"C13ORF33"
"Daidzein_CID_5281708.1",-0.466,"C13ORF33"
"Gallomyricitrin_CID_5316590.1",-0.409,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.395,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.377,"C13ORF33"
"Gallic acid_CID_370.1",-0.288,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.277,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.223,"C13ORF33"
"Epigallocatechin gallate_CID_65064.1",-0.19,"C13ORF33"
"Epigallocatechin gallate_CID_65064.1",-0.146,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.143,"C13ORF33"
"Myricetin-3-O-glucuronide_CID_5487413.1",-0.046,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",0.062,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",0.209,"C13ORF33"
"Baicalin_CID_64982.1",0.243,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",0.475,"C13ORF33"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",0.581,"C13ORF33"
"Epigallocatechin gallate_CID_65064.1",1.362,"C13ORF33"
