"ligand","docking_score","ProteinID"
"Apigenin_CID_5280443.1",-6.237,"DOCK10"
"Gallic acid_CID_370.1",-6.227,"DOCK10"
"Kaempferol-3-O-pentoside_CID_14749097.1",-6.223,"DOCK10"
"Guaijaverin_CID_5481224.1",-6.217,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.194,"DOCK10"
"Chrysoeriol_CID_5280666.1",-6.193,"DOCK10"
"Nicotiflorin_CID_5318767.1",-6.18,"DOCK10"
"Isorhamnetin_CID_5281654.1",-6.153,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.129,"DOCK10"
"Vitexin_CID_5280441.1",-6.128,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.124,"DOCK10"
"Emodin_CID_3220.1",-6.101,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.091,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.086,"DOCK10"
"Genistein_CID_5280961.1",-6.073,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.058,"DOCK10"
"Protocatechuic acid_CID_72.1",-6.05,"DOCK10"
"Myricetin-3-O-glucuronide_CID_5487413.1",-6.004,"DOCK10"
"D-Galactose_CID_6036.1",-6.003,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.992,"DOCK10"
"Violantin_CID_442664.1",-5.987,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.982,"DOCK10"
"Rosmarinic acid_CID_5281792.1",-5.978,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.971,"DOCK10"
"Amentoflavone_CID_5281600.1",-5.939,"DOCK10"
"Trans resveratrol_CID_445154.1",-5.923,"DOCK10"
"5-O-caffeoylquinic acid_CID_5280633.1",-5.922,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.833,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.822,"DOCK10"
"Kaempferol-O-rhamnoside_CID_5316673.1",-5.811,"DOCK10"
"Neoisoschaftoside_CID_44257701.1",-5.757,"DOCK10"
"D-Glucose_CID_5793.1",-5.757,"DOCK10"
"Rhamnetin 3-galactoside_CID_10344991.1",-5.754,"DOCK10"
"Delphinidin_CID_128853.1",-5.726,"DOCK10"
"Baicalein_CID_5281605.1",-5.715,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.713,"DOCK10"
"Betmidin_CID_14524431.1",-5.667,"DOCK10"
"Chlorogenic acid_CID_1794427.1",-5.664,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.659,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.659,"DOCK10"
"Ellagic acid_CID_5281855.1",-5.658,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.649,"DOCK10"
"D-Galacturonic Acid_CID_439215.1",-5.628,"DOCK10"
"p-Hydroxybenzoic acid_CID_135.1",-5.613,"DOCK10"
"Physcion_CID_10639.1",-5.61,"DOCK10"
"Amentoflavone_CID_5281600.1",-5.602,"DOCK10"
"Delphinidin_CID_128853.1",-5.581,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.56,"DOCK10"
"Scopoletin_CID_5280460.1",-5.514,"DOCK10"
"D-Glucuronic Acid_CID_94715.1",-5.514,"DOCK10"
"Daidzein_CID_5281708.1",-5.511,"DOCK10"
"Esculetin_CID_5281416.1",-5.498,"DOCK10"
"Cirsilineol_CID_162464.1",-5.493,"DOCK10"
"Quinic acid_CID_6508.1",-5.481,"DOCK10"
"Baicalin_CID_64982.1",-5.459,"DOCK10"
"7-methoxycoumarin_CID_10748.1",-5.402,"DOCK10"
"Umbelliferone_CID_5281426.1",-5.344,"DOCK10"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-5.321,"DOCK10"
"Quercitrin hydrate_CID_5280459.1",-5.321,"DOCK10"
"Matairesinol_CID_119205.1",-5.309,"DOCK10"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-5.278,"DOCK10"
"Salicylic acid_CID_338.1",-5.278,"DOCK10"
"Secoisolariciresinol_CID_65373.1",-5.221,"DOCK10"
"Epigallocatechin gallate_CID_65064.1",-5.211,"DOCK10"
"Violantin_CID_442664.1",-5.189,"DOCK10"
"Vanillic acid_CID_8468.1",-5.161,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.137,"DOCK10"
"Amentoflavone_CID_5281600.1",-5.13,"DOCK10"
"Isovitexin_CID_162350.1",-5.127,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.1,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.098,"DOCK10"
"Polydatin_CID_5281718.1",-5.09,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.063,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.052,"DOCK10"
"Quercetin-3-O-glucuronide_CID_5274585.1",-5.035,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.973,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.918,"DOCK10"
"Cinaroside_CID_5280637.1",-4.902,"DOCK10"
"Aviculin_CID_10391477.1",-4.892,"DOCK10"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-4.844,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.83,"DOCK10"
"Caffeic acid_CID_689043.1",-4.82,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.809,"DOCK10"
"Quercetin derivative_CID_5281680.1",-4.799,"DOCK10"
"Syringic acid_CID_10742.1",-4.783,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.712,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.695,"DOCK10"
"Emodin_CID_3220.1",-4.688,"DOCK10"
"Bergapten_CID_2355.1",-4.681,"DOCK10"
"3,4-dimethoxycinnamic acid_CID_717531.1",-4.67,"DOCK10"
"Sinapic acid_CID_637775.1",-4.642,"DOCK10"
"Epigallocatechin gallate_CID_65064.1",-4.632,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.621,"DOCK10"
"Rutin_CID_5280805.1",-4.527,"DOCK10"
"Quercetin-3-O-galactoside_CID_5281643.1",-4.48,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.475,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.462,"DOCK10"
"Rutin_CID_5280805.1",-4.46,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.443,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.401,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.401,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.378,"DOCK10"
"trans-Ferulic acid_CID_445858.1",-4.372,"DOCK10"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.341,"DOCK10"
"Tagetiin_CID_11968966.1",-4.335,"DOCK10"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.309,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.299,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.251,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.224,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.179,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.156,"DOCK10"
"p-Coumaric acid_CID_637542.1",-4.105,"DOCK10"
"Trans p-coumaric acid_CID_13783633.1",-4.104,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.099,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.095,"DOCK10"
"Ellagic acid_CID_5281855.1",-4.074,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.068,"DOCK10"
"Luteolin_CID_5280445.1",-3.988,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.928,"DOCK10"
"Quercetin derivative_CID_5281680.1",-3.912,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.897,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.893,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.86,"DOCK10"
"Amentoflavone_CID_5281600.1",-3.853,"DOCK10"
"Delphinidin_CID_128853.1",-3.842,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-3.833,"DOCK10"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-3.816,"DOCK10"
"Avicularin_CID_5490064.1",-3.811,"DOCK10"
"o-coumaric acid_CID_637540.1",-3.806,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.794,"DOCK10"
"Taxifolin_CID_439533.1",-3.734,"DOCK10"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.717,"DOCK10"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.682,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.666,"DOCK10"
"Delphinidin_CID_128853.1",-3.658,"DOCK10"
"Isovitexin_CID_162350.1",-3.656,"DOCK10"
"Betmidin_CID_14524431.1",-3.647,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.632,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.628,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.619,"DOCK10"
"Genistein_CID_5280961.1",-3.594,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.575,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.574,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.564,"DOCK10"
"Cinnamic acid_CID_444539.1",-3.553,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.548,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-3.545,"DOCK10"
"Valeric acid_CID_7991.1",-3.536,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.501,"DOCK10"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-3.492,"DOCK10"
"Juglanin_CID_5318717.1",-3.488,"DOCK10"
"Delphinidin 3-rutinoside_CID_5492231.1",-3.486,"DOCK10"
"Quercetin_CID_5280343.1",-3.479,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.468,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.464,"DOCK10"
"Apigenin_CID_5280443.1",-3.463,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-3.46,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.429,"DOCK10"
"Astragalin_CID_5282102.1",-3.374,"DOCK10"
"Liquiritin_CID_503737.1",-3.343,"DOCK10"
"Neoisoschaftoside_CID_44257701.1",-3.341,"DOCK10"
"Orientin _CID_5281675.1",-3.333,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.319,"DOCK10"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.309,"DOCK10"
"Astragalin_CID_5282102.1",-3.308,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.304,"DOCK10"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-3.286,"DOCK10"
"Quercitrin hydrate_CID_5280459.1",-3.286,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.279,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.268,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.252,"DOCK10"
"Kaempferol_CID_5280863.1",-3.235,"DOCK10"
"Betmidin_CID_14524431.1",-3.21,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.21,"DOCK10"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.204,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.201,"DOCK10"
"Baicalein_CID_5281605.1",-3.199,"DOCK10"
"Ellagic acid_CID_5281855.1",-3.166,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.165,"DOCK10"
"Naringenin_CID_932.1",-3.108,"DOCK10"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-3.092,"DOCK10"
"Orientin _CID_5281675.1",-3.087,"DOCK10"
"Tagetiin_CID_11968966.1",-3.066,"DOCK10"
"Nicotiflorin_CID_5318767.1",-3.017,"DOCK10"
"Naringenin_CID_932.1",-3.016,"DOCK10"
"Apigenin_CID_5280443.1",-3.008,"DOCK10"
"Quercetin-3-O-glucuronide_CID_5274585.1",-3.006,"DOCK10"
"Kaempferol_CID_5280863.1",-2.987,"DOCK10"
"Isorhamnetin_CID_5281654.1",-2.958,"DOCK10"
"Epigallocatechin gallate_CID_65064.1",-2.955,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.954,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.95,"DOCK10"
"Guaijaverin_CID_5481224.1",-2.9,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.9,"DOCK10"
"Avicularin_CID_5490064.1",-2.889,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-2.888,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.881,"DOCK10"
"Guaijaverin_CID_5481224.1",-2.88,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.865,"DOCK10"
"Esculetin_CID_5281416.1",-2.843,"DOCK10"
"Vitexin_CID_5280441.1",-2.838,"DOCK10"
"Quercetin_CID_5280343.1",-2.822,"DOCK10"
"Luteolin_CID_5280445.1",-2.817,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.815,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.81,"DOCK10"
"Isorhamnetin_CID_5281654.1",-2.795,"DOCK10"
"Chrysoeriol_CID_5280666.1",-2.794,"DOCK10"
"Scopoletin_CID_5280460.1",-2.75,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.745,"DOCK10"
"Taxifolin_CID_439533.1",-2.724,"DOCK10"
"Calcium oxalate_CID_971.1",-2.683,"DOCK10"
"Oxalic acid_CID_971.1",-2.683,"DOCK10"
"Violantin_CID_442664.1",-2.683,"DOCK10"
"Pyruvic acid_CID_1060.1",-2.675,"DOCK10"
"Vitexin_CID_5280441.1",-2.667,"DOCK10"
"Gallic acid_CID_370.1",-2.634,"DOCK10"
"Juglanin_CID_5318717.1",-2.616,"DOCK10"
"Baicalein_CID_5281605.1",-2.576,"DOCK10"
"Kaempferol-3-O-pentoside_CID_14749097.1",-2.567,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.561,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-2.558,"DOCK10"
"Calcium oxalate_CID_971.1",-2.527,"DOCK10"
"Oxalic acid_CID_971.1",-2.527,"DOCK10"
"Gallomyricitrin_CID_5316590.1",-2.503,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.455,"DOCK10"
"Baicalin_CID_64982.1",-2.429,"DOCK10"
"Betmidin_CID_14524431.1",-2.33,"DOCK10"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-2.314,"DOCK10"
"Kaempferol-O-rhamnoside_CID_5316673.1",-2.286,"DOCK10"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.284,"DOCK10"
"Chrysoeriol_CID_5280666.1",-2.257,"DOCK10"
"Nicotiflorin_CID_5318767.1",-2.25,"DOCK10"
"Amentoflavone_CID_5281600.1",-2.018,"DOCK10"
"Daidzein_CID_5281708.1",-1.998,"DOCK10"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-1.978,"DOCK10"
"Quercitrin hydrate_CID_5280459.1",-1.978,"DOCK10"
"Neoisoschaftoside_CID_44257701.1",-1.729,"DOCK10"
"Quercetin-3-O-galactoside_CID_5281643.1",-1.669,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.578,"DOCK10"
"Kaempferol-O-rhamnoside_CID_5316673.1",-1.502,"DOCK10"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.395,"DOCK10"
"Umbelliferone_CID_5281426.1",-1.357,"DOCK10"
"Isovitexin_CID_162350.1",-1.323,"DOCK10"
