"ligand","docking_score","ProteinID"
"Amentoflavone_CID_5281600.1",-5.123,"C1QC"
"Epigallocatechin gallate_CID_65064.1",-5.093,"C1QC"
"Polydatin_CID_5281718.1",-5.093,"C1QC"
"Bergapten_CID_2355.1",-5.089,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.062,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.049,"C1QC"
"Quercetin_CID_5280343.1",-5.035,"C1QC"
"Scopoletin_CID_5280460.1",-5.012,"C1QC"
"Trans resveratrol_CID_445154.1",-4.975,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.97,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.966,"C1QC"
"Naringenin_CID_932.1",-4.961,"C1QC"
"Kaempferol_CID_5280863.1",-4.916,"C1QC"
"Juglanin_CID_5318717.1",-4.891,"C1QC"
"Matairesinol_CID_119205.1",-4.837,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.832,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.824,"C1QC"
"Myricetin-3-O-glucuronide_CID_5487413.1",-4.795,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.788,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.755,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.747,"C1QC"
"Baicalin_CID_64982.1",-4.745,"C1QC"
"Orientin _CID_5281675.1",-4.722,"C1QC"
"Daidzein_CID_5281708.1",-4.709,"C1QC"
"Betmidin_CID_14524431.1",-4.694,"C1QC"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-4.681,"C1QC"
"Quercitrin hydrate_CID_5280459.1",-4.681,"C1QC"
"Taxifolin_CID_439533.1",-4.66,"C1QC"
"Orientin _CID_5281675.1",-4.636,"C1QC"
"Cirsilineol_CID_162464.1",-4.607,"C1QC"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.602,"C1QC"
"Vitexin_CID_5280441.1",-4.601,"C1QC"
"Isorhamnetin_CID_5281654.1",-4.599,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.593,"C1QC"
"Kaempferol-3-O-pentoside_CID_14749097.1",-4.568,"C1QC"
"Neoisoschaftoside_CID_44257701.1",-4.568,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.551,"C1QC"
"Aviculin_CID_10391477.1",-4.537,"C1QC"
"Sinapic acid_CID_637775.1",-4.507,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.502,"C1QC"
"Taxifolin_CID_439533.1",-4.5,"C1QC"
"Quercetin-3-O-galactoside_CID_5281643.1",-4.494,"C1QC"
"Quercetin-3-O-glucuronide_CID_5274585.1",-4.49,"C1QC"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-4.489,"C1QC"
"Ellagic acid_CID_5281855.1",-4.488,"C1QC"
"Caffeic acid_CID_689043.1",-4.467,"C1QC"
"Amentoflavone_CID_5281600.1",-4.464,"C1QC"
"Isovitexin_CID_162350.1",-4.458,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.426,"C1QC"
"Chlorogenic acid_CID_1794427.1",-4.417,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.416,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.415,"C1QC"
"o-coumaric acid_CID_637540.1",-4.385,"C1QC"
"Baicalein_CID_5281605.1",-4.382,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.37,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.357,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.331,"C1QC"
"Quercetin_CID_5280343.1",-4.317,"C1QC"
"Amentoflavone_CID_5281600.1",-4.309,"C1QC"
"Gallomyricitrin_CID_5316590.1",-4.295,"C1QC"
"Kaempferol_CID_5280863.1",-4.29,"C1QC"
"p-Coumaric acid_CID_637542.1",-4.197,"C1QC"
"Astragalin_CID_5282102.1",-4.171,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.168,"C1QC"
"Naringenin_CID_932.1",-4.15,"C1QC"
"Delphinidin_CID_128853.1",-4.146,"C1QC"
"Neoisoschaftoside_CID_44257701.1",-4.139,"C1QC"
"Quercetin derivative_CID_5281680.1",-4.138,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.106,"C1QC"
"Epigallocatechin gallate_CID_65064.1",-4.095,"C1QC"
"Luteolin_CID_5280445.1",-4.082,"C1QC"
"Nicotiflorin_CID_5318767.1",-4.061,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.055,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.047,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.011,"C1QC"
"trans-Ferulic acid_CID_445858.1",-3.996,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.99,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.956,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.956,"C1QC"
"3,4-dimethoxycinnamic acid_CID_717531.1",-3.941,"C1QC"
"Apigenin_CID_5280443.1",-3.887,"C1QC"
"Delphinidin 3-rutinoside_CID_5492231.1",-3.884,"C1QC"
"Rutin_CID_5280805.1",-3.782,"C1QC"
"Delphinidin 3-rutinoside_CID_5492231.1",-3.77,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.768,"C1QC"
"Avicularin_CID_5490064.1",-3.722,"C1QC"
"Quercetin-3-O-glucuronide_CID_5274585.1",-3.709,"C1QC"
"Vitexin_CID_5280441.1",-3.693,"C1QC"
"Gallomyricitrin_CID_5316590.1",-3.687,"C1QC"
"Tagetiin_CID_11968966.1",-3.684,"C1QC"
"Guaijaverin_CID_5481224.1",-3.677,"C1QC"
"Guaijaverin_CID_5481224.1",-3.654,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.653,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.63,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.578,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.55,"C1QC"
"Violantin_CID_442664.1",-3.54,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.532,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.526,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.518,"C1QC"
"Gallic acid_CID_370.1",-3.458,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.449,"C1QC"
"Gallomyricitrin_CID_5316590.1",-3.445,"C1QC"
"Ellagic acid_CID_5281855.1",-3.442,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.417,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.41,"C1QC"
"Violantin_CID_442664.1",-3.404,"C1QC"
"Rutin_CID_5280805.1",-3.374,"C1QC"
"Delphinidin_CID_128853.1",-3.371,"C1QC"
"Juglanin_CID_5318717.1",-3.333,"C1QC"
"Chrysoeriol_CID_5280666.1",-3.332,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.326,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.321,"C1QC"
"Isorhamnetin_CID_5281654.1",-3.313,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.308,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.3,"C1QC"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-3.285,"C1QC"
"Chrysoeriol_CID_5280666.1",-3.247,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.243,"C1QC"
"Baicalein_CID_5281605.1",-3.229,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.195,"C1QC"
"Gallomyricitrin_CID_5316590.1",-3.144,"C1QC"
"Avicularin_CID_5490064.1",-3.141,"C1QC"
"Valeric acid_CID_7991.1",-3.129,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.073,"C1QC"
"Betmidin_CID_14524431.1",-3.064,"C1QC"
"Betmidin_CID_14524431.1",-3.054,"C1QC"
"Umbelliferone_CID_5281426.1",-3.041,"C1QC"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.026,"C1QC"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.997,"C1QC"
"Kaempferol-3-O-pentoside_CID_14749097.1",-2.989,"C1QC"
"Cinnamic acid_CID_444539.1",-2.982,"C1QC"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-2.976,"C1QC"
"Quercitrin hydrate_CID_5280459.1",-2.976,"C1QC"
"Kaempferol-O-rhamnoside_CID_5316673.1",-2.976,"C1QC"
"Astragalin_CID_5282102.1",-2.932,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.885,"C1QC"
"Scopoletin_CID_5280460.1",-2.872,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.839,"C1QC"
"Pyruvic acid_CID_1060.1",-2.816,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.751,"C1QC"
"Tagetiin_CID_11968966.1",-2.745,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.694,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.65,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.622,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.61,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.592,"C1QC"
"Isovitexin_CID_162350.1",-2.576,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.57,"C1QC"
"Esculetin_CID_5281416.1",-2.552,"C1QC"
"Epigallocatechin gallate_CID_65064.1",-2.481,"C1QC"
"Nicotiflorin_CID_5318767.1",-2.477,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.459,"C1QC"
"Calcium oxalate_CID_971.1",-2.446,"C1QC"
"Oxalic acid_CID_971.1",-2.446,"C1QC"
"Quercetin-3-O-galactoside_CID_5281643.1",-2.368,"C1QC"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-2.328,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.297,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.275,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.254,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.192,"C1QC"
"Calcium oxalate_CID_971.1",-2.084,"C1QC"
"Oxalic acid_CID_971.1",-2.084,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.929,"C1QC"
"Baicalin_CID_64982.1",-1.794,"C1QC"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-1.72,"C1QC"
"Quercitrin hydrate_CID_5280459.1",-1.72,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-1.547,"C1QC"
"Kaempferol-O-rhamnoside_CID_5316673.1",-1.037,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.588,"C1QC"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-0.288,"C1QC"
"Gallomyricitrin_CID_5316590.1",2.894,"C1QC"
