"ligand","docking_score","ProteinID"
"Gallomyricitrin_CID_5316590.1",-3.121,"DPP4"
"Genistein_CID_5280961.1",-3.085,"DPP4"
"trans-Ferulic acid_CID_445858.1",-3.079,"DPP4"
"Apigenin_CID_5280443.1",-3.054,"DPP4"
"Cinnamic acid_CID_444539.1",-3.027,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.018,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.011,"DPP4"
"Violantin_CID_442664.1",-3.005,"DPP4"
"Astragalin_CID_5282102.1",-2.998,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.902,"DPP4"
"Avicularin_CID_5490064.1",-2.888,"DPP4"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-2.888,"DPP4"
"Kaempferol-3-O-pentoside_CID_14749097.1",-2.87,"DPP4"
"Juglanin_CID_5318717.1",-2.845,"DPP4"
"Epigallocatechin gallate_CID_65064.1",-2.825,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.801,"DPP4"
"Betmidin_CID_14524431.1",-2.78,"DPP4"
"Gallic acid_CID_370.1",-2.756,"DPP4"
"Epigallocatechin gallate_CID_65064.1",-2.711,"DPP4"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.699,"DPP4"
"Luteolin_CID_5280445.1",-2.692,"DPP4"
"Chlorogenic acid_CID_1794427.1",-2.649,"DPP4"
"Isorhamnetin_CID_5281654.1",-2.597,"DPP4"
"Quercetin derivative_CID_5281680.1",-2.583,"DPP4"
"Quercetin_CID_5280343.1",-2.56,"DPP4"
"Calcium oxalate_CID_971.1",-2.549,"DPP4"
"Oxalic acid_CID_971.1",-2.549,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.547,"DPP4"
"Naringenin_CID_932.1",-2.533,"DPP4"
"Valeric acid_CID_7991.1",-2.498,"DPP4"
"Vitexin_CID_5280441.1",-2.465,"DPP4"
"Esculetin_CID_5281416.1",-2.426,"DPP4"
"Isovitexin_CID_162350.1",-2.425,"DPP4"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.421,"DPP4"
"Orientin _CID_5281675.1",-2.396,"DPP4"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.393,"DPP4"
"Baicalin_CID_64982.1",-2.368,"DPP4"
"Pyruvic acid_CID_1060.1",-2.363,"DPP4"
"Calcium oxalate_CID_971.1",-2.307,"DPP4"
"Oxalic acid_CID_971.1",-2.307,"DPP4"
"Baicalein_CID_5281605.1",-2.205,"DPP4"
"Betmidin_CID_14524431.1",-2.17,"DPP4"
"Isorhamnetin_CID_5281654.1",-2.138,"DPP4"
"Amentoflavone_CID_5281600.1",-2.138,"DPP4"
"Quercetin-3-O-galactoside_CID_5281643.1",-2.124,"DPP4"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.098,"DPP4"
"Kaempferol-O-rhamnoside_CID_5316673.1",-2.093,"DPP4"
"Kaempferol_CID_5280863.1",-2.064,"DPP4"
"Taxifolin_CID_439533.1",-2.056,"DPP4"
"Kaempferol-O-rhamnoside_CID_5316673.1",-2.037,"DPP4"
"Tagetiin_CID_11968966.1",-2.023,"DPP4"
"Chrysoeriol_CID_5280666.1",-1.962,"DPP4"
"Astragalin_CID_5282102.1",-1.889,"DPP4"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-1.735,"DPP4"
"Quercitrin hydrate_CID_5280459.1",-1.735,"DPP4"
"Nicotiflorin_CID_5318767.1",-1.7,"DPP4"
"Naringenin_CID_932.1",-1.56,"DPP4"
"Scopoletin_CID_5280460.1",-1.485,"DPP4"
"Umbelliferone_CID_5281426.1",-1.367,"DPP4"
"Apigenin_CID_5280443.1",-1.276,"DPP4"
"Daidzein_CID_5281708.1",-1.233,"DPP4"
