"ligand","docking_score","ProteinID"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-6.054,"DNASE1L3"
"Quercetin-3-O-glucuronide_CID_5274585.1",-6.04,"DNASE1L3"
"Diosmin_CID_5281613.1",-6.034,"DNASE1L3"
"Baicalein_CID_5281605.1",-6.031,"DNASE1L3"
"Amentoflavone_CID_5281600.1",-5.977,"DNASE1L3"
"Luteolin_CID_5280445.1",-5.965,"DNASE1L3"
"Secoisolariciresinol_CID_65373.1",-5.946,"DNASE1L3"
"Cosmosiin_CID_5280704.1",-5.901,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.895,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.877,"DNASE1L3"
"Epigallocatechin gallate_CID_65064.1",-5.851,"DNASE1L3"
"Betmidin_CID_14524431.1",-5.85,"DNASE1L3"
"Quercetin_CID_5280343.1",-5.824,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.81,"DNASE1L3"
"Ellagic acid_CID_5281855.1",-5.794,"DNASE1L3"
"Orientin _CID_5281675.1",-5.793,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.778,"DNASE1L3"
"Delphinidin 3-rutinoside_CID_5492231.1",-5.724,"DNASE1L3"
"Amentoflavone_CID_5281600.1",-5.709,"DNASE1L3"
"5-O-caffeoylquinic acid_CID_5280633.1",-5.689,"DNASE1L3"
"Emodin_CID_3220.1",-5.674,"DNASE1L3"
"Genistein_CID_5280961.1",-5.659,"DNASE1L3"
"Myricetin-3-O-glucuronide_CID_5487413.1",-5.594,"DNASE1L3"
"Rosmarinic acid_CID_5281792.1",-5.542,"DNASE1L3"
"2,5-dihydroxybenzoic acid_CID_3469.1",-5.537,"DNASE1L3"
"Violantin_CID_442664.1",-5.535,"DNASE1L3"
"Trans resveratrol_CID_445154.1",-5.524,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.513,"DNASE1L3"
"Astragalin_CID_5282102.1",-5.509,"DNASE1L3"
"Quinic acid_CID_6508.1",-5.507,"DNASE1L3"
"Caffeic acid_CID_689043.1",-5.478,"DNASE1L3"
"Kaempferol-3-O-pentoside_CID_14749097.1",-5.476,"DNASE1L3"
"D-Galacturonic Acid_CID_439215.1",-5.468,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.464,"DNASE1L3"
"(+)-Catechin_CID_9064.1",-5.461,"DNASE1L3"
"Kaempferol-O-rhamnoside_CID_5316673.1",-5.46,"DNASE1L3"
"Aviculin_CID_10391477.1",-5.46,"DNASE1L3"
"Quercetin derivative_CID_5281680.1",-5.446,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.413,"DNASE1L3"
"Gallic acid_CID_370.1",-5.403,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.391,"DNASE1L3"
"Salicylic acid_CID_338.1",-5.383,"DNASE1L3"
"Kaempferol_CID_5280863.1",-5.376,"DNASE1L3"
"Vitexin_CID_5280441.1",-5.365,"DNASE1L3"
"Trans p-coumaric acid_CID_13783633.1",-5.333,"DNASE1L3"
"Physcion_CID_10639.1",-5.285,"DNASE1L3"
"Esculetin_CID_5281416.1",-5.232,"DNASE1L3"
"Epigallocatechin gallate_CID_65064.1",-5.221,"DNASE1L3"
"Epigallocatechin gallate_CID_65064.1",-5.215,"DNASE1L3"
"Syringic acid_CID_10742.1",-5.212,"DNASE1L3"
"Apigenin_CID_5280443.1",-5.193,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.187,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.168,"DNASE1L3"
"Daidzein_CID_5281708.1",-5.154,"DNASE1L3"
"D-Glucuronic Acid_CID_94715.1",-5.136,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.124,"DNASE1L3"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-5.115,"DNASE1L3"
"Quercitrin hydrate_CID_5280459.1",-5.115,"DNASE1L3"
"Vanillic acid_CID_8468.1",-5.097,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.096,"DNASE1L3"
"Protocatechuic acid_CID_72.1",-5.088,"DNASE1L3"
"D-Galactose_CID_6036.1",-5.079,"DNASE1L3"
"Neoisoschaftoside_CID_44257701.1",-5.072,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.067,"DNASE1L3"
"Delphinidin_CID_128853.1",-5.061,"DNASE1L3"
"Chrysoeriol_CID_5280666.1",-5.055,"DNASE1L3"
"Taxifolin_CID_439533.1",-5.045,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.039,"DNASE1L3"
"Scopoletin_CID_5280460.1",-5.028,"DNASE1L3"
"Naringenin_CID_932.1",-5.011,"DNASE1L3"
"p-Hydroxybenzoic acid_CID_135.1",-5.008,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.002,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.98,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.956,"DNASE1L3"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-4.919,"DNASE1L3"
"Quercitrin hydrate_CID_5280459.1",-4.919,"DNASE1L3"
"Isorhamnetin_CID_5281654.1",-4.912,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.905,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.901,"DNASE1L3"
"Betmidin_CID_14524431.1",-4.895,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.876,"DNASE1L3"
"Matairesinol_CID_119205.1",-4.864,"DNASE1L3"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-4.861,"DNASE1L3"
"Tagetiin_CID_11968966.1",-4.855,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.848,"DNASE1L3"
"D-Glucose_CID_5793.1",-4.823,"DNASE1L3"
"Sinapic acid_CID_637775.1",-4.786,"DNASE1L3"
"trans-Ferulic acid_CID_445858.1",-4.766,"DNASE1L3"
"Genistein_CID_5280961.1",-4.752,"DNASE1L3"
"Ellagic acid_CID_5281855.1",-4.733,"DNASE1L3"
"Liquiritin_CID_503737.1",-4.731,"DNASE1L3"
"Cirsilineol_CID_162464.1",-4.73,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.723,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.717,"DNASE1L3"
"p-Coumaric acid_CID_637542.1",-4.717,"DNASE1L3"
"Gallomyricitrin_CID_5316590.1",-4.712,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.712,"DNASE1L3"
"Juglanin_CID_5318717.1",-4.703,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.684,"DNASE1L3"
"Quercetin-3-O-galactoside_CID_5281643.1",-4.656,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.656,"DNASE1L3"
"Quercetin-3-O-glucuronide_CID_5274585.1",-4.644,"DNASE1L3"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.624,"DNASE1L3"
"Umbelliferone_CID_5281426.1",-4.598,"DNASE1L3"
"Nicotiflorin_CID_5318767.1",-4.597,"DNASE1L3"
"Gallomyricitrin_CID_5316590.1",-4.594,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.591,"DNASE1L3"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-4.58,"DNASE1L3"
"Kaempferol-O-rhamnoside_CID_5316673.1",-4.532,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.527,"DNASE1L3"
"Emodin_CID_3220.1",-4.513,"DNASE1L3"
"Avicularin_CID_5490064.1",-4.511,"DNASE1L3"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-4.507,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.491,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.489,"DNASE1L3"
"3,4-dimethoxycinnamic acid_CID_717531.1",-4.466,"DNASE1L3"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.464,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.463,"DNASE1L3"
"Quercetin derivative_CID_5281680.1",-4.462,"DNASE1L3"
"Gallomyricitrin_CID_5316590.1",-4.453,"DNASE1L3"
"Guaijaverin_CID_5481224.1",-4.439,"DNASE1L3"
"Delphinidin 3-rutinoside_CID_5492231.1",-4.426,"DNASE1L3"
"Rutin_CID_5280805.1",-4.412,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.408,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.399,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.385,"DNASE1L3"
"Astragalin_CID_5282102.1",-4.372,"DNASE1L3"
"Luteolin_CID_5280445.1",-4.369,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.358,"DNASE1L3"
"Quercetin_CID_5280343.1",-4.356,"DNASE1L3"
"Bergapten_CID_2355.1",-4.325,"DNASE1L3"
"Guaijaverin_CID_5481224.1",-4.318,"DNASE1L3"
"7-methoxycoumarin_CID_10748.1",-4.314,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.314,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.313,"DNASE1L3"
"Delphinidin_CID_128853.1",-4.311,"DNASE1L3"
"Isovitexin_CID_162350.1",-4.309,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.292,"DNASE1L3"
"o-coumaric acid_CID_637540.1",-4.285,"DNASE1L3"
"Myricetin-3-O-glucuronide_CID_5487413.1",-4.272,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.232,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.224,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.217,"DNASE1L3"
"Gallomyricitrin_CID_5316590.1",-4.172,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.135,"DNASE1L3"
"Astragalin_CID_5282102.1",-4.091,"DNASE1L3"
"Delphinidin_CID_128853.1",-4.037,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.029,"DNASE1L3"
"Calcium oxalate_CID_971.1",-4.02,"DNASE1L3"
"Oxalic acid_CID_971.1",-4.02,"DNASE1L3"
"Nicotiflorin_CID_5318767.1",-4.019,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.006,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.995,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.97,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.967,"DNASE1L3"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-3.962,"DNASE1L3"
"Tagetiin_CID_11968966.1",-3.902,"DNASE1L3"
"Ellagic acid_CID_5281855.1",-3.891,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.875,"DNASE1L3"
"Orientin _CID_5281675.1",-3.845,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.844,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.838,"DNASE1L3"
"Amentoflavone_CID_5281600.1",-3.815,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.786,"DNASE1L3"
"Valeric acid_CID_7991.1",-3.773,"DNASE1L3"
"Kaempferol_CID_5280863.1",-3.725,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.708,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.693,"DNASE1L3"
"Violantin_CID_442664.1",-3.682,"DNASE1L3"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.663,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.656,"DNASE1L3"
"Neoisoschaftoside_CID_44257701.1",-3.646,"DNASE1L3"
"Vitexin_CID_5280441.1",-3.632,"DNASE1L3"
"Cinnamic acid_CID_444539.1",-3.62,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.618,"DNASE1L3"
"Rutin_CID_5280805.1",-3.609,"DNASE1L3"
"Vitexin_CID_5280441.1",-3.607,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.561,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.555,"DNASE1L3"
"Gallomyricitrin_CID_5316590.1",-3.548,"DNASE1L3"
"Orientin _CID_5281675.1",-3.541,"DNASE1L3"
"Naringenin_CID_932.1",-3.54,"DNASE1L3"
"Juglanin_CID_5318717.1",-3.508,"DNASE1L3"
"Pyruvic acid_CID_1060.1",-3.5,"DNASE1L3"
"Myricetin-3-O-glucuronide_CID_5487413.1",-3.499,"DNASE1L3"
"Luteolin_CID_5280445.1",-3.489,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.478,"DNASE1L3"
"Taxifolin_CID_439533.1",-3.441,"DNASE1L3"
"Chrysoeriol_CID_5280666.1",-3.403,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.393,"DNASE1L3"
"Daidzein_CID_5281708.1",-3.371,"DNASE1L3"
"Apigenin_CID_5280443.1",-3.369,"DNASE1L3"
"Delphinidin_CID_128853.1",-3.357,"DNASE1L3"
"Taxifolin_CID_439533.1",-3.351,"DNASE1L3"
"Isorhamnetin_CID_5281654.1",-3.337,"DNASE1L3"
"Cinaroside_CID_5280637.1",-3.294,"DNASE1L3"
"Quercetin-3-O-glucuronide_CID_5274585.1",-3.293,"DNASE1L3"
"Betmidin_CID_14524431.1",-3.285,"DNASE1L3"
"Neoisoschaftoside_CID_44257701.1",-3.264,"DNASE1L3"
"Quercetin_CID_5280343.1",-3.205,"DNASE1L3"
"Quercetin derivative_CID_5281680.1",-3.202,"DNASE1L3"
"Avicularin_CID_5490064.1",-3.176,"DNASE1L3"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.148,"DNASE1L3"
"Gallic acid_CID_370.1",-3.145,"DNASE1L3"
"Kaempferol-O-rhamnoside_CID_5316673.1",-3.13,"DNASE1L3"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.996,"DNASE1L3"
"Betmidin_CID_14524431.1",-2.981,"DNASE1L3"
"Baicalein_CID_5281605.1",-2.927,"DNASE1L3"
"Baicalin_CID_64982.1",-2.914,"DNASE1L3"
"Epigallocatechin gallate_CID_65064.1",-2.907,"DNASE1L3"
"Naringenin_CID_932.1",-2.887,"DNASE1L3"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-2.876,"DNASE1L3"
"Quercetin-3-O-galactoside_CID_5281643.1",-2.725,"DNASE1L3"
"Amentoflavone_CID_5281600.1",-2.646,"DNASE1L3"
"Esculetin_CID_5281416.1",-2.624,"DNASE1L3"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-2.606,"DNASE1L3"
"Quercitrin hydrate_CID_5280459.1",-2.606,"DNASE1L3"
"Kaempferol_CID_5280863.1",-2.602,"DNASE1L3"
"Calcium oxalate_CID_971.1",-2.596,"DNASE1L3"
"Oxalic acid_CID_971.1",-2.596,"DNASE1L3"
"Umbelliferone_CID_5281426.1",-2.577,"DNASE1L3"
"Baicalein_CID_5281605.1",-2.572,"DNASE1L3"
"Chrysoeriol_CID_5280666.1",-2.507,"DNASE1L3"
"Apigenin_CID_5280443.1",-2.472,"DNASE1L3"
"Isovitexin_CID_162350.1",-2.417,"DNASE1L3"
"Scopoletin_CID_5280460.1",-2.353,"DNASE1L3"
"Violantin_CID_442664.1",-2.304,"DNASE1L3"
"Isorhamnetin_CID_5281654.1",-2.14,"DNASE1L3"
