"ligand","docking_score","ProteinID"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.942,"COL4A1"
"Quercetin_CID_5280343.1",-5.939,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.93,"COL4A1"
"Baicalein_CID_5281605.1",-5.926,"COL4A1"
"Cirsilineol_CID_162464.1",-5.881,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.846,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.838,"COL4A1"
"Tagetiin_CID_11968966.1",-5.821,"COL4A1"
"Myricetin-3-O-glucuronide_CID_5487413.1",-5.806,"COL4A1"
"Delphinidin_CID_128853.1",-5.747,"COL4A1"
"Baicalin_CID_64982.1",-5.726,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.725,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.697,"COL4A1"
"Umbelliferone_CID_5281426.1",-5.684,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.606,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.564,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.528,"COL4A1"
"Isovitexin_CID_162350.1",-5.492,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.476,"COL4A1"
"Daidzein_CID_5281708.1",-5.472,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.455,"COL4A1"
"Amentoflavone_CID_5281600.1",-5.43,"COL4A1"
"Delphinidin 3-rutinoside_CID_5492231.1",-5.428,"COL4A1"
"D-Glucose_CID_5793.1",-5.42,"COL4A1"
"D-Glucuronic Acid_CID_94715.1",-5.408,"COL4A1"
"Amentoflavone_CID_5281600.1",-5.402,"COL4A1"
"Epigallocatechin gallate_CID_65064.1",-5.386,"COL4A1"
"7-methoxycoumarin_CID_10748.1",-5.376,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.358,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.299,"COL4A1"
"D-Galactose_CID_6036.1",-5.292,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.289,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.253,"COL4A1"
"Cinaroside_CID_5280637.1",-5.25,"COL4A1"
"Scopoletin_CID_5280460.1",-5.222,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.212,"COL4A1"
"Nicotiflorin_CID_5318767.1",-5.199,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.197,"COL4A1"
"Rutin_CID_5280805.1",-5.174,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-5.14,"COL4A1"
"Rosmarinic acid_CID_5281792.1",-5.097,"COL4A1"
"Amentoflavone_CID_5281600.1",-5.075,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.957,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.95,"COL4A1"
"Quinic acid_CID_6508.1",-4.908,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.874,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.871,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-4.869,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.865,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.857,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.853,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.842,"COL4A1"
"Liquiritin_CID_503737.1",-4.808,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.788,"COL4A1"
"5-O-caffeoylquinic acid_CID_5280633.1",-4.785,"COL4A1"
"Rutin_CID_5280805.1",-4.783,"COL4A1"
"Taxifolin_CID_439533.1",-4.779,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.772,"COL4A1"
"Nicotiflorin_CID_5318767.1",-4.767,"COL4A1"
"Orientin _CID_5281675.1",-4.758,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.735,"COL4A1"
"2,5-dihydroxybenzoic acid_CID_3469.1",-4.729,"COL4A1"
"Delphinidin_CID_128853.1",-4.689,"COL4A1"
"Protocatechuic acid_CID_72.1",-4.633,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.625,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.601,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.581,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.557,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.557,"COL4A1"
"Delphinidin_CID_128853.1",-4.551,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.547,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.506,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.46,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.403,"COL4A1"
"Gallic acid_CID_370.1",-4.386,"COL4A1"
"Salicylic acid_CID_338.1",-4.349,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.348,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.348,"COL4A1"
"Bergapten_CID_2355.1",-4.311,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.265,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.255,"COL4A1"
"Trans p-coumaric acid_CID_13783633.1",-4.235,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.204,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-4.2,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.194,"COL4A1"
"p-Hydroxybenzoic acid_CID_135.1",-4.129,"COL4A1"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-4.108,"COL4A1"
"Vitexin_CID_5280441.1",-4.107,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.104,"COL4A1"
"Betmidin_CID_14524431.1",-4.087,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-4.06,"COL4A1"
"Kaempferol-3-O-pentoside_CID_14749097.1",-4.035,"COL4A1"
"Betmidin_CID_14524431.1",-4.022,"COL4A1"
"Emodin_CID_3220.1",-4.022,"COL4A1"
"Quercetin-3-O-galactoside_CID_5281643.1",-4.011,"COL4A1"
"Delphinidin_CID_128853.1",-4.002,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.928,"COL4A1"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-3.912,"COL4A1"
"Kaempferol-O-rhamnoside_CID_5316673.1",-3.897,"COL4A1"
"Avicularin_CID_5490064.1",-3.886,"COL4A1"
"Kaempferol-O-rhamnoside_CID_5316673.1",-3.866,"COL4A1"
"Epigallocatechin gallate_CID_65064.1",-3.859,"COL4A1"
"Vanillic acid_CID_8468.1",-3.831,"COL4A1"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-3.803,"COL4A1"
"Quercitrin hydrate_CID_5280459.1",-3.803,"COL4A1"
"Ellagic acid_CID_5281855.1",-3.8,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.794,"COL4A1"
"Astragalin_CID_5282102.1",-3.783,"COL4A1"
"Quercetin-3-O-arabofuranoside_CID_5488539.1",-3.781,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.761,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.745,"COL4A1"
"Quercetin-3-O-galactoside_CID_5281643.1",-3.716,"COL4A1"
"Guaijaverin_CID_5481224.1",-3.693,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.669,"COL4A1"
"Quercetin-3-O-rhamnoside_CID_5280459.1",-3.592,"COL4A1"
"Quercitrin hydrate_CID_5280459.1",-3.592,"COL4A1"
"Chlorogenic acid_CID_1794427.1",-3.579,"COL4A1"
"Betmidin_CID_14524431.1",-3.572,"COL4A1"
"Neoisoschaftoside_CID_44257701.1",-3.568,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.52,"COL4A1"
"Amentoflavone_CID_5281600.1",-3.517,"COL4A1"
"Pyruvic acid_CID_1060.1",-3.5,"COL4A1"
"Tagetiin_CID_11968966.1",-3.481,"COL4A1"
"Avicularin_CID_5490064.1",-3.477,"COL4A1"
"Guaijaverin_CID_5481224.1",-3.453,"COL4A1"
"Violantin_CID_442664.1",-3.449,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-3.403,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.321,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.303,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.286,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-3.261,"COL4A1"
"Caffeic acid_CID_689043.1",-3.252,"COL4A1"
"o-coumaric acid_CID_637540.1",-3.23,"COL4A1"
"Tagetiin_CID_11968966.1",-3.194,"COL4A1"
"Isorhamnetin_CID_5281654.1",-3.17,"COL4A1"
"Juglanin_CID_5318717.1",-3.17,"COL4A1"
"Astragalin_CID_5282102.1",-3.155,"COL4A1"
"Quercetin derivative_CID_5281680.1",-3.145,"COL4A1"
"Vitexin_CID_5280441.1",-3.14,"COL4A1"
"Luteolin_CID_5280445.1",-3.115,"COL4A1"
"Kaempferol-3-O-pentoside_CID_14749097.1",-3.103,"COL4A1"
"Apigenin_CID_5280443.1",-3.097,"COL4A1"
"Isovitexin_CID_162350.1",-3.042,"COL4A1"
"Ellagic acid_CID_5281855.1",-3.001,"COL4A1"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.988,"COL4A1"
"Syringic acid_CID_10742.1",-2.946,"COL4A1"
"Quercetin-3-O-rutinoside_2D_CID_5293655.1",-2.921,"COL4A1"
"Quercetin_CID_5280343.1",-2.886,"COL4A1"
"Taxifolin_CID_439533.1",-2.864,"COL4A1"
"3,4-dimethoxycinnamic acid_CID_717531.1",-2.859,"COL4A1"
"trans-Ferulic acid_CID_445858.1",-2.845,"COL4A1"
"Kaempferol_CID_5280863.1",-2.739,"COL4A1"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.719,"COL4A1"
"Sinapic acid_CID_637775.1",-2.698,"COL4A1"
"Violantin_CID_442664.1",-2.595,"COL4A1"
"Quercetin-3-O-glucuronide_CID_5274585.1",-2.574,"COL4A1"
"Chrysoeriol_CID_5280666.1",-2.569,"COL4A1"
"Kaempferol 3-O-arabinoside_CID_5481882.1",-2.566,"COL4A1"
"Epigallocatechin gallate_CID_65064.1",-2.561,"COL4A1"
"Baicalein_CID_5281605.1",-2.484,"COL4A1"
"Naringenin_CID_932.1",-2.409,"COL4A1"
"Calcium oxalate_CID_971.1",-2.397,"COL4A1"
"Oxalic acid_CID_971.1",-2.397,"COL4A1"
"Myricetin-3-O-glucuronide_CID_5487413.1",-2.379,"COL4A1"
"Quercetin derivative_CID_5281680.1",-2.315,"COL4A1"
"p-Coumaric acid_CID_637542.1",-2.301,"COL4A1"
"Isorhamnetin_CID_5281654.1",-2.276,"COL4A1"
"Genistein_CID_5280961.1",-2.268,"COL4A1"
"Valeric acid_CID_7991.1",-2.149,"COL4A1"
"Apigenin_CID_5280443.1",-2.102,"COL4A1"
"Kaempferol_CID_5280863.1",-2.074,"COL4A1"
"Naringenin_CID_932.1",-2.057,"COL4A1"
"Luteolin_CID_5280445.1",-2.043,"COL4A1"
"Juglanin_CID_5318717.1",-2.041,"COL4A1"
"Baicalein_CID_5281605.1",-2.011,"COL4A1"
"Cinnamic acid_CID_444539.1",-1.997,"COL4A1"
"Neoisoschaftoside_CID_44257701.1",-1.921,"COL4A1"
"Chrysoeriol_CID_5280666.1",-1.92,"COL4A1"
"Quercetin_CID_5280343.1",-1.868,"COL4A1"
"Calcium oxalate_CID_971.1",-1.861,"COL4A1"
"Oxalic acid_CID_971.1",-1.861,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-1.625,"COL4A1"
"Isovitexin_CID_162350.1",-1.475,"COL4A1"
"Myricetin-3-O-glucuronide_CID_5487413.1",-1.455,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-1.359,"COL4A1"
"Gallomyricitrin_CID_5316590.1",-0.944,"COL4A1"
"Baicalin_CID_64982.1",-0.889,"COL4A1"
"Esculetin_CID_5281416.1",-0.742,"COL4A1"
"Umbelliferone_CID_5281426.1",-0.656,"COL4A1"
"Scopoletin_CID_5280460.1",-0.495,"COL4A1"
"Amentoflavone_CID_5281600.1",-0.39,"COL4A1"
"Daidzein_CID_5281708.1",-0.349,"COL4A1"
"Gallic acid_CID_370.1",0.182,"COL4A1"
